id,imei,imsi,iccid
"+39 2853 63906795",046690796468340,222228813410569,84508105535102894830435
"+39 57 7695174",178800979633848,222724462279172,00635489734702160513638
"+39 23 2057534",422505493419798,222723124372411,45721774324566828873119
"+39 859 97 90 5833",830301105633224,222018979603166,76660469746272881632238
"+39 717 81096038",265658355174884,222890678554615,04783745440551544149094
"+39 670 60028665",033816041512831,222239540233449,67493751401988600812723
"+39 199 5750710",957461335490261,222461614884109,39108485003831174129632
"+39 58 9949309",488481455187289,222741948680874,73747541125944159830980
"+39 9753 2368869",380524826819251,222148085227070,72039868717050046811900
"+39 75 18103809",109902039930877,222076902839070,06884870714427034842050
"+39 65 2488828",253680651049242,222014230958721,84397079246814268104178
"+39 51 6317324",444192609677033,222328029131015,41122371256335838034075
"+39 6058 9650903",957132236571554,222991448932531,05973174632769467699717
"+39 5550 82281204",428892738250970,222485517145977,10006954253959318540913
"+39 97 13609678",517921359436972,222861538196749,85782853699462153516708
"+39 152 6265632",753710816698933,222415511936281,03885292993755183168421
"+39 400 3225582",489765325055208,222344330085732,64643664040697635434209
"+39 435 73 16 6080",934827243026702,222576827161870,79539568587469803754264
"+39 572 7016489",659139963143698,222278509959207,62032562529032233583869
"+39 70 7785136",046648482149293,222251994908977,25482877270294075019288
"+39 694 8323304",422053774930258,222163885539902,33079173626510967910286
"+39 724 03529408",255057866114806,222666327263652,21110414540620690900699
"+39 8937 72178805",277826438936654,222157302646576,41836089813961038198237
"+39 28 3266929",689130721126814,222172592968006,97795405372390194349891
"+39 781 17 66 3558",218669510240948,222096010054712,15308379449755679286297
"+39 617 33766219",871528600032169,222060080585744,90851903490665469374006
"+39 970 0263317",837406614905378,222594669454261,34584106926881453929897
"+39 6536 37949295",534632367559031,222863988108149,60601948673322674664710
"+39 3985 07519374",592049886722439,222158089480763,20808839783183446523730
"+39 98 6856349",967095335968799,222524942541820,95244353958053237604756
"+39 2327 98510589",572512063750113,222652603167750,19175148128335793657522
"+39 361 61619745",127442716538261,222583566962779,30560043291739321702805
"+39 05 52193304",274991071665946,222889799097343,36703245664453553856280
"+39 09 51862934",522007259542730,222351490807259,94730570918755328188901
"+39 47 0455416",628928618084184,222517526114516,21896646942948399018385
"+39 64 60144476",789663065883490,222192383366466,75299204547000061721619
"+39 504 66492842",562325858774327,222609171460017,08289884184420028852705
"+39 1818 01680679",536930090151607,222042530727793,84025831732180157311901
"+39 627 5502942",262557017982952,222058585411490,70720160027357634206871
"+39 414 77 49 4857",860515680893985,222020806360821,06807533880491271177501
"+39 65 25281363",046088719487499,222492833178021,75017586260361635657366
"+39 787 06900753",962401722781008,222993458173054,33159572270009879236430
"+39 737 52 05 2352",217011327589582,222465685500291,11900298609907500125884
"+39 61 91949300",417492308729223,222419308718812,67575748348123975329649
"+39 8893 8346907",722451463252777,222231542776455,76781893381044353594633
"+39 8860 7044489",871070928619971,222459136987232,06842686316851091881516
"+39 754 64 45 0694",430355300023080,222949686236344,92109725820776369509122
"+39 8731 3657542",681919215170181,222097479349450,74904719398617552408799
"+39 386 90 93 0414",514514528966210,222835601427357,99533806175525101633504
"+39 8696 1130766",029278279679236,222233527272375,67446239900489340594655
"+39 444 9043923",487271022313265,222829069103157,00106639028186911120296
"+39 67 57653964",958760828298100,222133218550964,58562266805123184461236
"+39 8175 61260938",126365260247271,222456885301880,17504151538533225140125
"+39 8461 44711192",778146023119721,222464637489483,05881664393806073767452
"+39 8427 6214803",265265754209533,222656039929025,36534608270759604318959
"+39 496 02789447",681675757533711,222514899006617,77804533416599013657346
"+39 6201 5488086",502632958251780,222700064462719,50566320766415801522977
"+39 98 82314448",172628575276795,222099290358432,52356743413494177312578
"+39 907 37 57 0039",311667699631180,222330901899754,29055928403617081633041
"+39 914 9500169",077690146999285,222441296309330,53307219689782572829782
"+39 905 46582138",490447042813279,222838552243095,09274739457219032985266
"+39 91 7481671",364657031879288,222532467367223,50370139961941186246273
"+39 910 82001612",117858871874146,222818685692112,83777502953702541430377
"+39 2751 84981801",856249936874054,222866928845780,99497904327287475926329
"+39 55 3242194",436819514644829,222398241565904,37873237708787732734901
"+39 6096 9754897",632501521206634,222188295381265,86152286240018800631253
"+39 1635 7707840",321926446531012,222316104170845,69447191614872354482492
"+39 24 9017824",064342105458144,222016852776636,86622842299332787782126
"+39 40 89962339",987659135760155,222398723744422,34030703022861406496761
"+39 28 30907473",342309503596027,222256351953707,70886681710646479747859
"+39 8830 6207516",064878131533103,222352539195387,18658347424965925583555
"+39 6099 52447267",279207925129673,222781502057428,31730882715957251382487
"+39 52 30993610",193854038954845,222839627456970,80182054391316964456731
"+39 381 4706144",848614731646372,222722020778520,25196582347184737898710
"+39 2040 25312068",120820682491606,222080467660247,92166598119338186255255
"+39 782 9017077",649972499666797,222485276139573,40442602503854649354757
"+39 201 20 02 7574",235145136379187,222993665996993,60536690521239765116057
"+39 33 80866210",761933077534494,222644833764013,83847456587139941647483
"+39 00 96500034",917280458410115,222630637553773,20868785275703186716793
"+39 76 23347621",937881058092793,222226119410026,20809183870897693191000
"+39 9547 30797791",062867141349560,222634449117800,24805096994859292382431
"+39 930 46 10 8637",179343755876751,222742536355570,33511865644521441685944
"+39 325 64477142",309376978549386,222216107712601,03170163542887257509603
"+39 832 22 72 5357",959503695676407,222993224409216,00418444776461565727379
"+39 2931 7669276",016505495692907,222538644953199,15997205950274306008516
"+39 198 39 86 0348",311572666399060,222238000039797,36701058165597425580891
"+39 67 6700201",419955574102299,222366485950605,09125025992168267217811
"+39 74 1812279",590122106853631,222080586099862,23373409917067305770112
"+39 40 62702608",324401053073309,222000811134927,98532762396580793058107
"+39 6455 33442979",508026641096740,222887056332021,58030235432231851545809
"+39 76 5495651",027339620188145,222320624638743,61747755647332684147254
"+39 812 9956915",382036175772708,222546540339621,43817619128514700730143
"+39 135 27 39 8933",330508644117692,222309941330867,14777540561771313177648
"+39 33 27776486",264528809653216,222492850567452,73660285341688197410330
"+39 430 89 42 2954",842837857046160,222115645554110,25882939144503606588563
"+39 0413 75150975",597410995093002,222663006469865,35235954723087825569183
"+39 082 7191631",676506961215778,222178215186226,31682766771363587954103
"+39 43 9271934",811913561209316,222433978678490,94236846554289183077035
"+39 151 38 72 1657",085018659101919,222721644585223,28570147880817046324614
"+39 654 13 00 5074",963944725871747,222536194256557,15946774454834405869569
"+39 54 1334471",235967236751100,222825198546543,33678145523846294925325
"+39 337 18030947",693913893739041,222228573724451,87173525160664574142942
"+39 4883 4937249",966581008643547,222146993779914,39170693397247487311765
"+39 57 3193577",407175995221552,222353704740814,30128830204243019590474
"+39 01 52709191",932910956794963,222864641213047,88424984498349333429569
"+39 866 84614682",107544926513317,222041122285922,73937572526226874049025
"+39 7066 37013439",956593400148688,222956330218890,57819910945929161655435
"+39 0013 82267568",523575249383307,222489371403890,14464192611799724785996
"+39 1292 4823404",193146337850133,222217510621433,35388051897812360087154
"+39 153 63 43 3144",471800402255429,222977785385894,04114040582598290527183
"+39 144 98 36 0472",300360067911847,222124771551730,44833916471194449212322
"+39 14 1060234",148625501493453,222760111142207,48184233466809950416565
"+39 932 44990101",256255712579144,222330784306906,54565780267265624722201
"+39 9605 42820170",059555711479728,222278154821223,45120292404483399412439
"+39 91 8157799",451299405768187,222018228881709,46632339865310799340540
"+39 105 68351568",791767224288230,222846369809500,04734378612558398432619
"+39 3751 9239250",867760346775464,222906559615263,27103372619897308814098
"+39 331 98 54 3753",382091685100205,222087637803698,99121146809955531664683
"+39 186 8506763",134454297401083,222464437369269,27566542340379796355920
"+39 2132 7499855",346116507953112,222615978448790,81374332893742471726143
"+39 88 9437041",018012616567769,222314391955137,21193606643289878000297
"+39 884 99 26 3567",666756169861384,222277052375992,11816915676067551147582
"+39 8330 7200943",391823481237826,222714238238374,94821232353121298804028
"+39 28 38286435",502408262700238,222934222694846,96028420568190135652716
"+39 30 22310086",925864811276741,222895653636530,64793951750515553043068
"+39 987 82 09 9841",443837248216442,222451055426794,73295366712407549749556
"+39 110 41883095",698928938182002,222777819869023,51538739069765495701529
"+39 784 9834034",836716997481933,222774480974425,53828905461829514092611
"+39 7426 2618252",662066413548546,222823090412419,04114770055753514949636
"+39 434 90 63 2543",685806105007514,222153156749257,11696605120262673956333
"+39 74 59034652",228555606737368,222060381813471,36330959157428000975918
"+39 36 16473504",583187636939217,222598188050587,05404281998828046893587
"+39 3651 5883616",448350140323030,222194916391787,69393161516654059857889
"+39 974 43 80 7825",414261849415177,222055997969874,67896081498652304744439
"+39 4222 6893262",641311859685436,222952094719449,14805017987405554363978
"+39 5541 41891835",617055788714748,222501662914405,65141962401055817310777
"+39 2878 75626694",826962731126309,222013280504264,41082084543354804707002
"+39 47 2558079",717613997078633,222978315368765,84519521496982258067019
"+39 1046 0634503",531994261292355,222484700920733,56965800022322272435462
"+39 477 9752507",869175797475050,222189775380342,06526785300693422716990
"+39 35 38234640",081692602714046,222310599753332,45492413774426529972529
"+39 832 02 26 6873",509052884994531,222872294342396,17413404953939496418786
"+39 166 18154619",226974013965474,222076608445785,36859736049052204585789
"+39 6053 1203429",346730411316297,222491779053664,86636012897833401276635
"+39 9076 78244205",957693496530663,222733292322991,04195808527700385099918
"+39 848 36 67 1869",073910933523617,222314538464556,49784930728087414572110
"+39 818 8204167",798938729117561,222709222168442,77223915318974975992505
"+39 755 81561905",346891270586592,222896112537883,87936376603849227921963
"+39 7559 96221087",926365334662648,222128441648600,55207208853050882046771
"+39 421 41 94 2055",522985560044704,222527350854558,25963052937787989172807
"+39 8831 2591041",983915746334382,222120512147296,95087711568920943184706
"+39 2532 2139199",183623472664992,222183280556017,73214619806534607151453
"+39 07 0210085",777090738557794,222159301762048,54550221735890576682545
"+39 7888 38426569",927127073330244,222513413709219,01384457802359297410462
"+39 177 72619339",316628474225221,222185455485891,57649879402623050299749
"+39 055 50 65 1398",908547078530683,222634256938995,88180138137378347269079
"+39 8104 4192881",125195734071838,222673081880840,09081016195979017664045
"+39 7772 1525714",736662895578175,222382634120458,61697477896485777402355
"+39 9020 7308352",716753834115692,222969672920766,17936008630733365595198
"+39 348 13 40 3489",341025864720300,222586104856380,48023787709151327815485
"+39 3353 5362157",243636355123553,222566933836370,84060623616619483548429
"+39 80 07605725",705591604518486,222128080550407,77966705677861584258751
"+39 518 73 08 8866",531396812308716,222001218627244,29580542188782373562409
"+39 171 1634883",970797324553103,222206384275706,61540420796362416429174
"+39 446 24 86 1186",449882755447471,222601359179882,68357871816353306606184
"+39 598 68 25 4770",542877131973998,222811690673628,98235657405928081869639
"+39 773 07 42 1452",693308806106380,222765638102182,64037995190467256397873
"+39 0185 52593732",562663808684067,222285590689027,30706693508162191307132
"+39 926 50153283",226096994863328,222077208879639,71110456943709695488625
"+39 91 2348921",021602053325690,222136300459728,60005787532275877162798
"+39 115 8432044",607511143906835,222187186034104,64046873239794781144129
"+39 19 72519809",998411532448415,222128373291965,96093208899851883502226
"+39 9677 0599857",468602045210190,222579142792144,69349306822774321271258
"+39 039 9824342",960162814185167,222295516977366,94286283082248873238618
"+39 5349 91739724",895299915128728,222331949586589,42093686335016078597539
"+39 076 18 30 3902",085362373048315,222924721913202,53782772010452745119899
"+39 988 45379963",089075495843993,222566720538726,27790838931258664196787
"+39 142 56613448",002155558472700,222893198253865,32524551449564344810326
"+39 885 54 09 1229",771073584597359,222345286237983,90354103133234510551989
"+39 750 6063564",478299301359858,222420947387680,45238738781017127761172
"+39 45 1162271",690456135466596,222013052926117,35786366833143467430528
"+39 8618 6969046",257704392890387,222603596937553,57264053771808619252425
"+39 423 75 54 4253",143897701009893,222604720017290,39330190019114174041026
"+39 612 8384955",541252517199280,222162746114583,87112627951941845244033
"+39 903 0410284",660073565919675,222925306327373,01982046187400710595323
"+39 621 54 22 1262",735291464000360,222450828106204,41864942224263026649968
"+39 79 57181123",359918297087496,222273293187329,86645523350396398951516
"+39 117 65784735",228658880223186,222821602526733,26509241528553198044556
"+39 03 6867237",990436722430624,222719610840927,94078764384016751956635
"+39 67 64074675",859048241362442,222747365611076,19082754588254932318302
"+39 887 28598505",513355924019209,222186576587101,38863144453227843649362
"+39 628 27828176",209855492377219,222861338069044,65594797898033950476665
"+39 8736 8279548",705952140671330,222137136800974,97176258322587645438495
"+39 8642 7501597",029086342091754,222698881845122,28048789381950848543060
"+39 8894 04198595",065803788986767,222262683350167,53131649580990420186103
"+39 7742 96528652",408993214620340,222883257764956,77736945350966258883688
"+39 02 40075909",877226998151865,222847225489249,66371262142685193104739
"+39 4060 48507777",437086986213884,222713567874634,91807679060795265685864
"+39 29 8855605",772766284810571,222578579300429,62261265033097325537462
"+39 5699 72477516",188250759799542,222128049250565,74757380942479906497899
"+39 350 83 30 4318",807743460736648,222325632474558,21180909666349870744998
"+39 42 0036355",918593576066166,222289504169558,20329469944697175182477
"+39 7398 23935467",505331722526687,222333405971658,99883849461254564867959
"+39 38 4246518",265093513136908,222656992680694,52186575638676631700858
"+39 71 6461794",129149205349492,222241234239163,55833602114636921052886
"+39 374 30 35 1871",174033419018578,222531580239840,33981869206986506951825
"+39 778 77 23 8723",125723139322439,222186012787137,91151565472422943070477
"+39 730 23459285",246254008443985,222943149568639,33576320023687660379664
"+39 8106 86618946",741439155931110,222870839786930,39487999381000922669314
"+39 0487 72641354",328216730200463,222223910472089,57388638526187975223982
"+39 304 65 48 7883",646994449667991,222497978229273,85106000479029262597433
"+39 3420 08578442",485103287648170,222478391574990,01035912626353130836117
"+39 77 75162912",418903109325309,222931231793655,36055494754277167002539
"+39 41 06382413",371128566092847,222473740600906,34091140441060636201968
"+39 915 37 76 8500",852801907265359,222639393372877,57775992934504966635495
"+39 913 12 27 7442",829755730609359,222756770951881,78641112960331654904250
"+39 336 1917733",435482907284835,222295105530155,38808029925863961024607
"+39 6086 64397676",448056887186072,222747403463067,08718687192105429550598
"+39 524 4029737",912065100650753,222065583779595,51173718864923353347858
"+39 59 00062314",355832809061697,222609098227175,99371470564723425666750
"+39 23 58301151",450616565232806,222011936103989,63616969612344577052626
"+39 0720 5619648",481732655578413,222715969286776,75743726148141666704845
"+39 8113 3799283",053155156317560,222167245996893,57301043350557119200070
"+39 2512 15565109",025836886596764,222128038667998,88916407651805459503503
"+39 8335 43719801",514638588982294,222858610569178,06739643633383020041551
"+39 785 4976267",338964313008328,222420725524517,78700256608390358894424
"+39 761 1937969",857563564519644,222414632961272,03244512931123326602511
"+39 415 1849522",792969208780039,222741781315491,98841212246993570695278
"+39 64 88634017",448183252197045,222195628248734,48201258428707523430209
"+39 64 04431818",047028677425338,222615463190066,59212134199914340871268
"+39 69 02977899",902688316575464,222376575819755,83830743178300956740184
"+39 169 21 00 7695",092687866141669,222880898262671,03996503711003274914842
"+39 56 6342592",327304665281632,222469985431945,69219027524481918801675
"+39 385 4679432",940289010352716,222285631371712,33524360752179194667695
"+39 267 2006430",033073225210812,222641774409584,55522335715721597706217
"+39 934 27783350",095810997871692,222607130630250,36348720704740681666648
"+39 400 49755301",069668976458606,222395706037687,89147241071930414447325
"+39 22 7373366",026584761362220,222208461913360,45290332969062061078630
"+39 683 3142164",389373473576058,222419533205600,78705649171707153758777
"+39 828 40 52 2410",026785851368007,222464280639284,43857633204453869339447
"+39 5096 9558587",475669242200341,222456370382527,67996562497164111263297
"+39 190 29850946",308639209621238,222482090741626,76608813301252260058891
"+39 5018 93923035",874173050036589,222346402385920,78597557013073292830540
"+39 04 56945265",194400892326180,222411289859103,61716139084526466772239
"+39 812 33737732",392331325039191,222003650092400,98303610271628858549045
"+39 518 4722880",752852346462207,222964778921306,58304854622376862082529
"+39 32 17693267",116410487205439,222917032983140,68994093092379355002830
"+39 17 2569870",341932733028924,222620771269557,31815594411561344762899
"+39 45 42197111",642962108643359,222795464601144,07222527545640800340030
"+39 12 58445234",994910052578968,222537697039360,28940269226433441405319
"+39 97 13776815",893118471451450,222315318094607,29126841985116530575719
"+39 44 36828545",742120048500994,222997706461321,47118438448255357325002
"+39 001 3873834",087714787600735,222082538170221,36556787626834319152922
"+39 9633 86904812",419183401231856,222286756365835,64708390597413925914327
"+39 2933 79533516",511676597857142,222003614465648,56285964821754827937164
"+39 59 83496229",950557078072450,222075543197669,44425211813671157216691
"+39 5023 5386188",057946867574473,222849053381327,30460093636212412810085
"+39 039 17961079",002712311011462,222117224747385,63600448043044893519553
"+39 5486 5963663",018961786127335,222182817363298,73897864479227825938270
"+39 601 7633804",696667596588512,222124760532696,88548503992714937705161
"+39 490 0367801",862169959264201,222391093933391,75540585301126914329998
"+39 8857 99394503",508840014542993,222439701036742,10798390065294512249864
"+39 749 58 22 0090",905473533054404,222153833473124,83495130193386186930551
"+39 2902 73581216",246043121126001,222040810664359,20724333257214998269109
"+39 41 5826648",341865728645759,222107823675235,71198814906449939137080
"+39 21 77490182",838063293273914,222604459053446,20293870842727868076027
"+39 417 26350695",166602194150077,222786459958661,83029940438649297026623
"+39 88 1340405",278440775313425,222056161075364,45143298602762068928662
"+39 797 58 45 8458",961882518206923,222638017120847,64982608025042019151753
"+39 90 0983765",047157339677901,222083322552581,39698822921962446069170
"+39 19 48930724",118396489286956,222049246744116,58523941432278281314428
"+39 7195 09482330",934337843569226,222249236327433,38350586326932754919061
"+39 66 97185182",144819853446250,222885212945228,90103933638669170003959
"+39 4472 75091998",408948296600495,222996384692161,07341007263695625942393
"+39 62 82932242",277016583416203,222795249738835,48338342813457095730039
"+39 254 9119722",211976475410011,222399912927726,16159261470667747069003
"+39 587 8601417",737038335285540,222451921077994,07541181032218475077243
"+39 9692 0403816",389344169188334,222405726780325,20600964372615507972408
"+39 196 6639413",309261898740580,222354680209741,04941954037515485245720
"+39 4550 53067297",227921537340881,222551001461730,85998296437562116965196
"+39 2714 8464018",925493865726177,222128910784229,84912549796622845737556
"+39 64 3316628",462654932447381,222750040914112,91621741698609096629466
"+39 5610 1650497",395013737860409,222335453484138,83440528223278968667870
"+39 25 8979243",371909560455159,222520847150419,02158685910194250170622
"+39 8278 25780104",137942010197290,222230929551966,78796691694255091854332
"+39 025 0552343",588349482802890,222776055745846,89026013460902755074297
"+39 577 29 76 1940",639015224232998,222464867835507,28432354316535873466530
"+39 4204 4108145",467368271140599,222605460654274,19452777301720500646760
"+39 788 0235194",537562529833775,222283404981431,38302489370638908872822
"+39 423 63 46 8955",655627924538745,222490163611341,66763446772032207894819
"+39 192 53796935",048185905860162,222064912582803,83732460169217801891031
"+39 5909 42487485",436487506353005,222092922880834,00692558663338365494675
"+39 0597 0226825",396297044284721,222798489111309,52989779746949106785563
"+39 4560 3993870",084252232510848,222794243488646,38146691887697685928501
"+39 3881 7522590",381353896220235,222465519404122,76453558408930107393774
"+39 570 95873590",994095365428760,222935468067494,13666346829942675817354
"+39 992 67549197",938560052704145,222140062491918,64076664471779599335004
"+39 203 12815471",384536479040536,222343162558244,50752511135889678779674
"+39 377 5581535",596554195035643,222067236686258,71935347097633223207521
"+39 708 95 26 1951",218693794202457,222638619731047,02833868543640236116212
"+39 003 65148086",792265103155827,222931357234514,48179845735615475754171
"+39 098 1585276",369762877766006,222590047587764,44914958492324353419469
"+39 620 59156787",966325394538691,222511689081641,51480395293318016505107
"+39 359 00 46 4507",947763848416474,222927000322601,20330634180530110672428
"+39 6846 89661850",345748296081977,222878002720441,54754918051344662515129
"+39 7899 5019649",293260980463265,222800827520619,48980745445855867333232
"+39 222 0033318",653927973685237,222120855262193,65162523370858183397919
"+39 25 10552544",623887700923052,222209582269076,66710510202264001926862
"+39 6191 5221374",668806330854251,222240965215625,73476335263218343579043
"+39 912 03047180",735283198752259,222500121549363,05304125012694964599453
"+39 41 1530575",560540313729466,222559158787197,94663786135368027305980
"+39 5153 07982635",761324475327980,222111859056139,80964678576199848951086
"+39 21 7090684",308755433742598,222858131117346,36272177195279616940199
"+39 62 7271688",681798485554575,222489797335874,16615632449125646013455
"+39 199 47773715",550691070440995,222389785032067,23904143879080713575345
"+39 5280 8973554",199381031864833,222306479502570,27753170842155270130682
"+39 6077 88389579",135993083307011,222581685897306,82465383265968494240603
"+39 8920 7170095",828237502862087,222468146620616,12798866172877173469220
"+39 09 1540067",545204220094619,222106854495815,19817831393879790131109
"+39 77 49870734",291747966542643,222730402602069,04161827642227280193075
"+39 68 0748320",235393065486959,222218376271647,03030960870519557032405
"+39 0865 3210220",124047915361218,222900323011913,29085936392348934730863
"+39 4702 50744510",768529283986990,222539849547630,65792384545513296929745
"+39 58 8211495",530022855973619,222615544726317,85640474175061127496748
"+39 15 9918451",235402495055456,222782157539126,93398066383182580732047
"+39 574 9492665",374801554526250,222434721571914,97006754841030020803955
"+39 6650 9944098",829460180819901,222907420293384,60588588833056185144808
"+39 80 52013318",310797815939265,222550143509811,26845905605242115346836
"+39 268 1978304",496376517159757,222461966850822,47878022022254638527573
"+39 16 56946504",191830278045215,222452027330553,32121601000068420071952
"+39 0993 9769567",966593304144468,222950989441206,43082855647917652047384
"+39 58 8829915",630188862559110,222041621779685,49530588302582456047259
"+39 98 2805374",387974854009619,222430996362445,25820008617149750250357
"+39 5799 47022001",725405578626579,222918416679328,13210749373141351698115
"+39 752 74289941",571694447394981,222046472698095,71314133764694568719121
"+39 193 1590623",732765169929307,222237989655038,56890039920916139669136
"+39 793 0971883",332158464736854,222796102743402,41977680059826731968228
"+39 4271 9350085",501468528968855,222497737561120,89494274358482767937670
"+39 938 11280752",036465451195286,222615262490232,19554591386505946131166
"+39 20 3489810",949353196365768,222005643577557,87582117909155482996849
"+39 679 25 20 4234",965713416764547,222030595538972,54005599833176683726958
"+39 1778 5480334",472030886295555,222261069337420,07217652761275523228434
"+39 8082 0062902",226807797983315,222785480096200,92735484041041846799989
"+39 7906 5823841",217163699711805,222530440788990,16269712534640792918286
"+39 2566 34361445",425350608704595,222227742001008,84626404838281273633434
"+39 154 74346511",530427273199681,222676092537384,64571967385375151128804
"+39 8533 64610911",051465574810712,222589631088733,53194724472565722075455
"+39 82 0028915",743841226305422,222646804742731,86403293602907115413784
"+39 746 29637517",983814796435761,222601692770057,40154323534332219273503
"+39 2740 8637983",273098184718629,222601182124366,13260847725511405330194
"+39 038 0164715",829309248906152,222006723670697,74697892511449657460790
"+39 69 42860512",688202863966041,222884420329314,05108705015303485340074
"+39 3665 32012550",423173354856472,222362544061903,59999555554539743933474
"+39 7248 2194546",508084369097242,222333810889350,16759028448190346234718
"+39 627 7911617",844285654315032,222484910655875,62036497759367014958369
"+39 776 4144314",916791766328600,222190582287493,22753070900718653552483
"+39 349 57 32 9644",209791342770966,222653583009999,26900549067092069081460
"+39 374 22150656",430336934884980,222049814127209,00871817057597149620403
"+39 967 4605491",438517388719747,222872179082747,10915001357616643914081
"+39 24 8825199",524776408881003,222926139461658,04292218009137601330176
"+39 15 7367411",816335601152212,222701376987187,38289928635720007375991
"+39 17 9153864",949623915885571,222277626609331,45551538143773233813770
"+39 815 0801821",946005552643518,222932199396584,29700177135197307185728
"+39 7872 3548220",156254383337800,222966832623950,81480866214360469616406
"+39 56 65769683",090504463584930,222268643585036,41715096932267944812151
"+39 696 55 44 5457",271863047499838,222999451315875,01584788214099190045100
"+39 109 9050907",765798076515745,222553632674616,11558644032235146156775
"+39 9065 04409408",970207543618901,222555913376233,14915441789351549375181
"+39 7682 0333873",227005330220035,222156894284667,56517274180077663970589
"+39 4155 28266008",780953445180736,222711683964592,47302298757844593857107
"+39 9670 2792828",374276854193012,222593256063693,55548442945339988114028
"+39 4257 9025157",864002715488905,222224389763601,64991415152092964551097
"+39 675 40580602",491332436258506,222443394700787,98107020493422914109313
"+39 79 64964947",921807882154861,222132656072216,73895699093098392731796
"+39 69 8633040",057888058917873,222513143825083,85441308250234931635814
"+39 53 3932525",239844556195430,222327830500864,27698478159677371808033
"+39 039 3902768",060720153693809,222652785917737,69350999481641335760214
"+39 4033 48952378",012773760329621,222540110146587,10994473952941557952735
"+39 2595 6191345",412597922266298,222022625573300,82014114473658603196365
"+39 285 88802420",287261712295593,222581455251090,04587799534371624988283
"+39 2190 1095158",435674559108094,222273177168954,52852088010518349881650
"+39 24 1134088",954176575088442,222053328511164,49624783451696320302659
"+39 264 09904555",597014989375357,222657118723472,12057940630630992768495
"+39 36 35644115",186577351315505,222928421621295,77577560278657646661849
"+39 2034 9353413",130926305730979,222055557560036,80421057729905519951712
"+39 68 7101530",988385273522582,222852056330094,92558920684015012575034
"+39 371 33160457",084550143305285,222191846715726,27467013649260351195184
"+39 0347 56458564",926157737597715,222083557407594,58336309402536210488909
"+39 3030 6380811",839540132086929,222062176293974,28786431871564350164942
"+39 989 08538223",133493408841630,222187036382080,40122527308473225435204
"+39 1208 9773555",341238693056164,222816491027695,08081659501862120708719
"+39 6227 5639070",717094284648364,222046205829953,73382540986224646823488
"+39 998 58560622",768962891497813,222046485130562,67160809856418865277741
"+39 51 4999533",455172215144053,222761708513307,33063925383356428758284
"+39 59 4948990",209822290628219,222738066391741,58542078010895090980616
"+39 604 89 67 0227",447076678428542,222764150677905,14612649284192900196103
"+39 87 92232064",250499142851436,222400319969678,78193570076004110826670
"+39 991 33 26 8330",951137610607433,222696306792151,36900344161001041381559
"+39 878 00 89 7248",885521556077621,222266177361170,56715014926904125310527
"+39 28 60920369",376811556245906,222360830305394,90382562859343728710603
"+39 954 9777911",964847589471729,222614725698136,57332023328095753622642
"+39 17 2895364",247876733111039,222248819632705,62028000924934754790484
"+39 539 2443001",725375389390402,222265565187961,39874527086339729946451
"+39 718 54 38 7545",741367404473115,222137050170587,18148712793353938930855
"+39 440 67 55 9024",971929274624209,222468685374289,23338214495563547406455
"+39 92 2621953",223078367893119,222635338786094,82298964906907028389085
"+39 7834 84358104",927078139815423,222433798550070,94455356919061935020835
"+39 399 67977012",018649416515199,222293379474884,00237347808638209405449
"+39 289 15 92 7420",657154163108021,222113816753659,70743102793328919954490
"+39 681 0690127",918218791435331,222159299128333,44190196847187461134922
"+39 5201 6559637",303478329976767,222293805059265,60682893415206456863355
"+39 1574 80668835",296098963181315,222505026127896,55910646656118694899915
"+39 0032 19449754",654528006451438,222847289904015,77752257281014162465111
"+39 2763 75508356",833739471170205,222536111098677,95482651818948861467206
"+39 86 9536606",344037821827687,222487962565153,08385021741411084396297
"+39 808 6165420",586918063313790,222190927222516,56648455984724253518402
"+39 4418 41671382",985802976861334,222319114701724,61173765399121474862269
"+39 647 49745247",849249588235638,222456390588654,87448552186470043718418
"+39 94 05788833",065628001802271,222718364611547,73202892832106195735271
"+39 301 4240840",772249154991714,222746938145678,41238150871506613193682
"+39 4419 51127292",277732177167305,222219718687670,80940519063870997034099
"+39 628 44 10 2738",990838659343938,222925762636379,25412025337401051497287
"+39 202 53510029",893432014353655,222666224912931,58874898645068897782468
"+39 624 77 14 6281",500587325834688,222768674991757,71039131759003066989746
"+39 201 44014040",140924637043524,222122342579525,98082155874538955592380
"+39 560 0754927",013163285749710,222344269661841,31786757455697635400545
"+39 24 01903430",927401540240587,222085077763378,83530353177987055543691
"+39 5190 2956613",977844445691579,222250505465556,03677281831064846564410
"+39 961 38 40 9720",721569168091876,222844003480476,67046758218588915159818
"+39 0827 39443618",385253972244073,222028359186249,30774631346544472018426
"+39 17 4136135",347344169699380,222709014847975,62412637108802821721926
"+39 584 54 78 0062",295054259729201,222580486495497,00149465267416156892104
"+39 8839 86119762",555641257323196,222074144757768,87850837259048814558318
"+39 28 3387536",799138278475440,222146570882653,59585220622972503740236
"+39 332 2967445",346860939889200,222346281713654,99029803701959174595707
"+39 08 6780972",191680116149954,222841416386110,38651861033135952302323
"+39 05 8932791",162826295491254,222666037726058,19487003844890332312529
"+39 598 3528835",069878130169987,222151137879243,13402082931848434418571
"+39 2126 34055093",973877350074914,222453369906266,32467834111388001247101
"+39 258 56187565",720928496277170,222206679669006,30158088660738345427361
