id,bank_office,phone_number
4412952305840171,6070.1768,"+39 4867 81960445"
4788964454733434,5608.1612,"+39 09 2028853"
4388472645495545,7601.1642,"+39 13 41290023"
4991618654729906,3069.9571,"+39 4543 99776106"
4900476142846745,2002.1799,"+39 29 2610725"
4464498630671011,3032.1603,"+39 471 2885176"
4604671234189132,5034.1629,"+39 808 88327960"
4267716228589561,3268.1607,"+39 8477 1701860"
4624931182521892,2002.1663,"+39 8222 2009477"
4910811794993783,7601.1651,"+39 992 3480680"
4959358887532088,3069.9567,"+39 414 67714444"
4766202558372072,1030.1601,"+39 961 88481739"
4161016711321128,1030.1670,"+39 9910 34438485"
4822853487040610,3069.9561,"+39 128 84 28 8037"
4147421148223070,3069.9458,"+39 008 8099641"
4827636676403888,5696.1637,"+39 691 23852464"
4571933059086085,3001.1632,"+39 502 55242473"
4965369651584496,3002.1624,"+39 6832 3278395"
4293205523900192,3002.1622,"+39 95 46371127"
4989226774692519,5584.1653,"+39 126 18861805"
4353457854151385,7601.1608,"+39 825 18435000"
4260557361190651,1030.1663,"+39 8363 8272669"
4685620088143325,5584.1777,"+39 683 8121761"
4684687586728304,3002.1789,"+39 409 08 62 7243"
4517681725505940,1030.1603,"+39 492 1798951"
4307388924083851,5164.1604,"+39 834 2766998"
4365388177458205,3069.9796,"+39 3158 7580427"
4136152578543058,5584.1653,"+39 967 98402513"
4168080224551517,3032.1615,"+39 912 17836403"
4761254985287188,3069.9578,"+39 018 35581312"
4826253743377623,2008.1601,"+39 012 0672213"
4776657870931509,3069.9520,"+39 89 41420552"
4598971264345440,5040.1788,"+39 0470 10693257"
4012831054927823,5040.1606,"+39 5143 4479836"
4464637647899442,6230.9562,"+39 9474 69924231"
4529649902932571,5584.1744,"+39 9237 10767867"
4341835486678799,3593.1600,"+39 939 81 55 7286"
4513378149051106,5026.1650,"+39 2234 79620944"
4327735279523749,3002.1625,"+39 92 81389712"
4058828347191030,5164.1620,"+39 84 77497569"
4978653404428985,3002.1610,"+39 3522 67929959"
4891256263936967,5024.1605,"+39 2425 88516772"
4923509389584737,3069.9504,"+39 3889 8266080"
4581846681329632,7601.1619,"+39 036 12 84 2852"
4517176358588313,2008.9420,"+39 63 1217161"
4048999119191137,5040.1607,"+39 68 6874247"
4147944879339385,3032.1610,"+39 160 2132438"
4228298953261938,2002.1661,"+39 391 18 43 2784"
4038677945943986,3002.1620,"+39 1835 8908552"
4279928981572645,2008.9471,"+39 356 6112703"
4849848364318153,6070.1708,"+39 504 64 94 7567"
4151012293144923,2008.1753,"+39 02 8430392"
4425602386973988,3069.9449,"+39 519 0455084"
4016260663955650,3069.9443,"+39 130 0712365"
4763712200432747,5040.1643,"+39 45 08774167"
4080347652406927,5024.1603,"+39 615 07 10 8689"
4733263458161296,5387.1610,"+39 727 58984613"
4690540039942208,3104.1607,"+39 37 3150450"
4241968488290601,5696.1625,"+39 908 65053351"
4747756481737515,1020.1681,"+39 28 6846434"
4128368762688463,2008.1641,"+39 14 1060234"
4597830736134413,5040.1603,"+39 16 9426317"
4144945131315231,5164.1627,"+39 13 26974488"
4672312592847386,7601.1657,"+39 95 48377775"
4681311467681275,7601.1704,"+39 02 22280333"
4949060785939703,3069.9465,"+39 314 29997265"
4647779266363217,3069.1770,"+39 1652 1055815"
4013879360178028,5040.1617,"+39 270 20460947"
4604801224000615,3069.1767,"+39 11 8590450"
4082993811389674,7601.1685,"+39 661 28 30 1505"
4450473476395245,5048.1693,"+39 0884 04212578"
4207869656592947,1030.1636,"+39 24 97130642"
4395500809172319,5040.1702,"+39 77 72302152"
4817419295480625,3069.9448,"+39 87 4262248"
4821808135686306,3032.1600,"+39 738 2679750"
4358063479053850,5584.1723,"+39 83 78164794"
4472259464829277,5048.1693,"+39 473 52089263"
4379628921190826,5034.1601,"+39 57 63185022"
4299378933354765,5040.1624,"+39 55 87589487"
4306413815160377,6070.1797,"+39 922 5521559"
4682370470821434,5387.1603,"+39 8460 49962208"
4254567937290040,2008.1617,"+39 041 90295089"
4003885450458594,7601.1685,"+39 21 96156244"
4207394304847460,3069.9518,"+39 769 6667777"
4825307594683793,5696.1619,"+39 400 58051322"
4456220978691728,1030.1794,"+39 088 47873766"
4162781695749920,1020.1610,"+39 1939 33719535"
4163390457461390,3002.1793,"+39 64 48292571"
4536828203346837,1025.1672,"+39 798 03218964"
4781919819289677,2008.1615,"+39 46 99516815"
4579811789965780,1000.1601,"+39 5172 34009668"
4947568751864996,1030.1635,"+39 540 3570404"
4944348906463629,3069.9557,"+39 8458 82882432"
4698081689299914,3069.9462,"+39 7714 76439738"
4787654124940847,1025.1663,"+39 2740 89927077"
4572753732990183,2008.1612,"+39 7841 77402350"
4754632949692545,5034.1631,"+39 20 4116784"
4568584919972199,7601.1605,"+39 618 5604795"
4217363497828759,5040.1603,"+39 24 1057843"
4543607259244042,3127.1629,"+39 550 86 78 9840"
4784877162435262,5034.1628,"+39 8933 1987494"
4608865640605196,7601.1683,"+39 186 40813887"
4365000075956194,7601.1701,"+39 67 2760473"
4645653809800898,3222.1600,"+39 377 1884183"
4667933324476843,3494.1600,"+39 277 85 92 4293"
4094847576892239,1025.1797,"+39 25 65909812"
4929234366510886,3556.1604,"+39 7663 3932361"
4420974870843976,5040.1791,"+39 403 93812367"
4309623685987132,3002.1605,"+39 583 76928979"
4247532991214401,3069.1638,"+39 3339 8704030"
4387209640459949,1030.1655,"+39 710 46 37 7429"
4450425277152472,5696.1612,"+39 102 60 76 1443"
4529067966957113,3127.1790,"+39 98 2376700"
4078782896444710,5584.1773,"+39 639 8198560"
4669531088365455,2008.9408,"+39 113 1497774"
4285135299781809,3127.1652,"+39 1755 47076813"
4331547868363658,6070.1789,"+39 586 86 39 9604"
4203681461554051,7601.1714,"+39 043 26 76 3822"
4965729121106164,5728.1605,"+39 9632 2487462"
4250625481152380,1030.1667,"+39 914 9288293"
4718599073241032,1030.1625,"+39 8085 7187708"
4153344496805754,1030.1656,"+39 27 50559757"
4535171854400434,5584.1655,"+39 804 92963669"
4626425989855254,2008.1600,"+39 762 76109065"
4841088988019808,5584.1648,"+39 5859 1812807"
4331717163311179,1030.1613,"+39 7108 9557477"
4008138006451027,5040.1786,"+39 3610 46912217"
4587061528647527,7601.1642,"+39 035 92 40 4239"
4281547330530272,5040.1624,"+39 5187 4693343"
4263553988499606,3268.1600,"+39 4121 0596436"
4485543360997634,6230.1621,"+39 0910 29196753"
4983185523834093,3069.9468,"+39 0773 7274919"
4133436488379080,5696.1613,"+39 5363 6692500"
4249446286812027,5040.1604,"+39 3777 40109977"
4006440272704481,3104.1606,"+39 713 67 86 5915"
4864436124974794,7601.1617,"+39 614 1813884"
4101250450773917,2008.1600,"+39 17 14701226"
4863238927572663,1030.1653,"+39 01 2845128"
4404852322013747,1030.1625,"+39 701 1990618"
4635147881147213,7601.20600,"+39 283 76439113"
4384903608985126,3204.1602,"+39 906 41818669"
4438873803670185,6906.1765,"+39 150 3744693"
4766412738602104,2008.1601,"+39 87 7789169"
4474434457301273,5387.1611,"+39 0912 9844974"
4497870140849579,3069.9742,"+39 9371 3599738"
4152471531118272,7601.1663,"+39 090 73023440"
4701527646208658,6070.1714,"+39 987 49 56 8682"
4109109121751094,5696.1624,"+39 484 63 18 4873"
4129478323644126,3069.9567,"+39 7676 92946481"
4063079116568551,10631.1600,"+39 602 8567360"
4940934355869343,3069.9567,"+39 337 61665315"
4492003919199688,2008.1671,"+39 393 63 44 9554"
4083296747636930,3002.1627,"+39 318 29515132"
4055832992769887,3032.1602,"+39 36 83819110"
4278919623523394,1030.1669,"+39 3710 7932462"
4617241222070382,5584.1776,"+39 09 5486418"
4847799640415879,3069.9507,"+39 95 1235232"
4941152474632711,3268.1602,"+39 331 97895086"
4564675805734075,2008.1631,"+39 154 05779856"
4109428498883367,5048.1653,"+39 03 6800085"
4168450068197414,2008.1633,"+39 3185 9393686"
4254210223317488,3069.1642,"+39 85 5470091"
4701509612617815,5696.1628,"+39 642 08 07 2250"
4317906648101259,3002.1606,"+39 321 84 37 7521"
4355490965306588,3223.1600,"+39 522 72296521"
4517182823686674,6230.9582,"+39 21 1844118"
4990930522646837,1020.1681,"+39 475 22 48 5711"
4810742656241675,2008.1767,"+39 417 55510715"
4909973083339046,3104.1616,"+39 71 3266487"
4050588799737312,5728.1608,"+39 53 14286906"
4272344418299942,5040.1702,"+39 3098 37392363"
4674603536948688,1025.1667,"+39 727 02358349"
4051962765816195,2002.1642,"+39 0542 44320395"
4619185997040955,3069.1651,"+39 215 5927031"
4754697045565861,10633.1601,"+39 97 5267365"
4311951794691444,7601.1609,"+39 214 44224739"
4265978423309193,3104.1618,"+39 0456 85029446"
4429482823473819,2008.1661,"+39 1487 24208712"
4674856284152669,5040.1788,"+39 4080 7335113"
4780402673647463,2002.1788,"+39 10 9047421"
4203162703911607,3226.1603,"+39 425 18 34 5531"
4398421636093163,5040.1794,"+39 9005 3026720"
4798195031745520,5048.1672,"+39 6536 1422419"
4949706121244063,3032.1603,"+39 287 85 41 5145"
4203670098747931,6230.1622,"+39 766 4630779"
4135606999327418,1025.1636,"+39 17 21206043"
4197633615156406,3069.9752,"+39 235 56 25 5144"
4368137521094894,10681.1600,"+39 98 3561878"
4140078321944257,3069.9445,"+39 67 9187274"
4710549686301648,3001.1600,"+39 693 89535764"
4689987842369421,3069.9459,"+39 55 76781644"
4029597665668343,5034.1624,"+39 12 0294985"
4771518113864284,7601.1688,"+39 892 29 63 4875"
4654130770732424,5696.1628,"+39 69 0943704"
4174458360081097,7601.1715,"+39 42 13129702"
4578390899392632,5048.1682,"+39 697 93 08 4809"
4094448481060382,7601.1691,"+39 5865 1766035"
4939424397909052,5034.1662,"+39 86 91452073"
4369588123188642,3069.9573,"+39 49 14849268"
4518373969955713,3001.1620,"+39 755 6961421"
4387870794382102,7601.1682,"+39 04 8619807"
4403620174818070,3069.9567,"+39 412 96 03 4155"
4285138265622197,7601.1691,"+39 763 50472080"
4702124147556972,7601.1660,"+39 07 77903696"
4203894142442774,2008.9427,"+39 0652 5940685"
4138875437872064,3069.1612,"+39 8264 49734110"
4749566125447944,5026.1650,"+39 3636 32751076"
4446793855405795,5696.1610,"+39 212 7598702"
4571338206578002,5034.1618,"+39 378 6794992"
4969714767786418,1030.1645,"+39 484 3026202"
4608502433065524,3032.1605,"+39 89 57098965"
4506336654265189,7601.1641,"+39 76 5781482"
4222419196269829,3069.9463,"+39 8651 3826073"
4114430098565405,6320.1601,"+39 5081 1827380"
4261725623771217,3069.1608,"+39 30 28683493"
4161014352007197,7601.1671,"+39 960 95 46 2388"
4083423058912094,7601.1689,"+39 10 0721862"
4951512395453165,3069.9515,"+39 2269 53563675"
4310073153284801,1030.1654,"+39 38 4796253"
4047199381783619,2002.1616,"+39 782 90 56 8699"
4174355392603841,3001.1619,"+39 57 7695174"
4580944901116003,7601.1615,"+39 7154 1604092"
4968965727420123,3069.9522,"+39 820 38767943"
4657713367126485,3032.1602,"+39 1965 5527562"
4459580912744108,7601.1649,"+39 13 46614541"
4629168780961718,3069.1628,"+39 29 14234315"
4538777804695498,2002.1645,"+39 5485 5511685"
4382485481879099,6230.9467,"+39 65 90965361"
4548057328762571,6070.1771,"+39 7576 6172222"
4242224728892585,2008.1636,"+39 6117 36561308"
4482017694768303,3069.9532,"+39 0918 7124501"
4571503754589301,5387.1602,"+39 884 34 97 3340"
4405557765867694,7601.1676,"+39 733 69369784"
4436084166176396,5048.1681,"+39 702 5453631"
4098227627961349,7601.1738,"+39 818 03 44 8979"
4378327727883822,7601.1697,"+39 25 65460295"
4733667165979677,3069.1603,"+39 183 58 81 3360"
4916832682238689,5034.1606,"+39 5217 5738934"
4268805055010228,5034.1640,"+39 9174 5266981"
4164618250545970,2002.1603,"+39 3267 97913857"
4919985212493450,3223.1602,"+39 264 11 50 7348"
4653557608364726,3069.1637,"+39 165 8996237"
4169987239443275,3001.1631,"+39 117 74444590"
4999629928992867,2008.1626,"+39 211 1920065"
4536177962361854,5048.1661,"+39 977 94 31 6459"
4376967501871071,3268.1603,"+39 7560 86723986"
4071921361370383,6230.1640,"+39 041 3547248"
4999966325599451,7601.1670,"+39 428 8308927"
4520113149271409,3069.1632,"+39 941 59278709"
4702459437040844,3069.1603,"+39 449 66221969"
4472571760819483,5080.1600,"+39 310 8181372"
4307904242506132,5034.1639,"+39 81 74546226"
4745022529933406,5034.1614,"+39 121 15612477"
4899753909278707,6230.9487,"+39 08 18467779"
4123612372639431,3002.1623,"+39 56 5440299"
4100370697313128,7601.1603,"+39 877 37 05 7160"
4783085207205465,3069.9536,"+39 648 90068117"
4357064522152914,3226.1603,"+39 9759 0758718"
4343385970334085,7601.1704,"+39 97 3764560"
4850711065514452,7601.1640,"+39 8462 8269077"
4776481674573734,7601.1726,"+39 2432 78120891"
4225358520180541,7601.1676,"+39 94 3904558"
4829270686551565,3069.9400,"+39 6703 6135806"
4328959465150997,3002.1606,"+39 819 81582070"
4771244422170012,5040.1616,"+39 370 4073690"
4188656452234227,3002.1614,"+39 848 71135005"
4255292605052619,10681.1600,"+39 256 1038747"
4091058641227889,3001.1622,"+39 8712 4367605"
4603782774324996,5048.1665,"+39 3273 21571759"
4122859474334574,2008.1601,"+39 07 4905021"
4796932476347079,5584.1773,"+39 48 22056595"
4268694462343525,5728.1617,"+39 7330 4734871"
4424013978261959,1030.1796,"+39 991 73436328"
4030191859960349,2008.1743,"+39 021 90838700"
4628527492776352,7601.1673,"+39 85 6676813"
4810511289342907,5040.1607,"+39 630 47 20 6803"
4103343028683185,5696.1631,"+39 4181 5986954"
4020720135877828,5034.1621,"+39 966 70729552"
4575387792118414,7601.1685,"+39 311 38769330"
4289780424987015,3002.1604,"+39 922 96 31 4925"
4228179444504799,5584.1667,"+39 734 7679805"
4015906298843528,3002.1608,"+39 77 9391283"
4995624871149643,1030.1652,"+39 2732 9177260"
4027856380006680,5080.1600,"+39 655 8734211"
4000348321796190,7601.1683,"+39 99 0675712"
4550343461457012,2008.9471,"+39 6302 8685636"
4253012477896717,5696.1635,"+39 3517 50247242"
4817204617837714,3069.9497,"+39 4112 53652640"
4435084590845310,3069.9486,"+39 670 60028665"
4827712755918748,3069.9471,"+39 15 8726793"
4763423268116509,2002.1651,"+39 5534 8248176"
4636423903221305,5040.1629,"+39 17 7544770"
4443436172666904,3069.1659,"+39 874 02 17 4198"
4900731642812385,1030.1651,"+39 0068 77437715"
4282871121908482,5156.1600,"+39 3668 0125815"
4140668987844682,3226.1609,"+39 5618 03155185"
4690571359552574,2002.1655,"+39 189 23847227"
4046781600957362,2002.1638,"+39 97 16098095"
4639002233235289,5024.1605,"+39 165 0070085"
4332251297241911,1015.1603,"+39 520 34554978"
4262998229785050,6230.1746,"+39 54 5126278"
4035121597761167,3223.1610,"+39 760 63160138"
4056985899276239,7601.1712,"+39 635 24 31 8556"
4270809272206599,10632.1600,"+39 07 3435172"
4004072279922253,5048.1685,"+39 84 7850929"
4575431464316284,3069.9586,"+39 338 54559203"
4435693246801160,7601.1664,"+39 914 03 68 8861"
4910317009388249,2008.1627,"+39 588 7396889"
4984732084202548,3069.1770,"+39 406 88578644"
4382041840323129,3002.1649,"+39 418 96510704"
4627212700924315,2002.1633,"+39 8509 38319629"
4751982957241195,5387.1607,"+39 843 65 55 1058"
4272962984516603,5040.1621,"+39 49 54959651"
4458191086388747,5018.1600,"+39 23 94319561"
4832105425817635,3069.9469,"+39 262 87204718"
4658049939014613,3069.9532,"+39 8497 7577996"
4227739921939023,2008.1672,"+39 2059 4610147"
4210496977105780,2002.1609,"+39 495 70 97 3551"
4594932246988982,3104.1607,"+39 59 2433557"
4135883913004502,5040.1604,"+39 785 0149226"
4604642360940374,7601.1638,"+39 223 0528203"
4276450606377287,3032.1609,"+39 308 96628868"
4515232610741679,7601.1670,"+39 99 50376930"
4741368322255610,3069.1742,"+39 69 42843685"
4457532328913555,5040.1616,"+39 64 8379813"
4578694908608056,3104.1608,"+39 8491 4588200"
4963510898757955,3127.1604,"+39 491 3872212"
4941531069341244,5696.1634,"+39 8660 40251851"
4234125202135864,2008.1679,"+39 601 5450775"
4151885760077456,6230.1609,"+39 3071 8218910"
4176230790904273,5034.1602,"+39 283 09 21 6646"
4756334287103544,2008.1743,"+39 294 92 33 6453"
4993184109929714,3002.1627,"+39 9901 8072920"
4697704227936702,3069.9490,"+39 693 50191151"
4980423953788411,3211.1600,"+39 123 51958626"
4678983890049380,5034.1627,"+39 5949 8142684"
4133779868404196,3400.1699,"+39 707 67217111"
4834345057626627,5584.1617,"+39 882 57057211"
4184504305178080,5584.1639,"+39 28 0192436"
4154614434806554,6230.9467,"+39 735 47 09 2947"
4025648966104399,3556.1616,"+39 635 6278136"
4962656614159496,2002.1645,"+39 220 87 03 1824"
4801739226559652,2002.1606,"+39 811 80853439"
4430784134244186,19275.1600,"+39 8567 43783915"
4063231991136588,2008.9429,"+39 16 98967219"
4880806597316824,3069.9551,"+39 888 78 75 1027"
4170640187750111,2002.1608,"+39 865 26456247"
4203014301502371,3001.1600,"+39 117 05 87 6541"
4802830120372067,3069.1616,"+39 987 10597621"
4459060707124824,5040.1607,"+39 3653 7561725"
4950910454266216,6070.1792,"+39 776 78 03 7466"
4317744510350575,3001.1698,"+39 7339 54564342"
4439186796224723,2002.1644,"+39 1955 15122594"
4137692942809320,6230.1632,"+39 273 68253450"
4433007001593585,7601.1666,"+39 818 10 17 3015"
4948160879364288,5034.1621,"+39 5378 1158759"
4420510886251430,5584.1773,"+39 028 0521551"
4844998596915956,2008.1743,"+39 87 92232064"
4472385828173548,5584.1721,"+39 5215 62281177"
4107580018733282,2002.1636,"+39 68 3637199"
4095676041949004,3002.1636,"+39 58 6835705"
4412484678489758,1030.1643,"+39 764 9618237"
4195816429337583,3069.9508,"+39 341 79 19 0376"
4333160888037845,2008.1640,"+39 87 0399226"
4884085464448962,3069.9471,"+39 445 54690143"
4519523061524317,2002.1640,"+39 7841 77402350"
4523139818589562,2002.1663,"+39 36 47229715"
4345121557791621,5024.1604,"+39 356 67 75 7778"
4936690494814873,2008.9427,"+39 78 03160770"
4618311143426846,5584.1652,"+39 8731 3657542"
4668938809487420,3032.1616,"+39 678 68662454"
4546282390997382,2002.1616,"+39 1645 7329061"
4092831890257131,3069.1767,"+39 93 12876823"
4946310122400080,5034.1639,"+39 209 35 72 6644"
4975831283330612,2008.1618,"+39 82 2216756"
4775403720424275,2002.1625,"+39 40 92368647"
4177476592541206,1030.1633,"+39 008 90 61 7201"
4964507990833154,6230.9562,"+39 459 55 95 1929"
4294711127712213,5024.1602,"+39 031 64315254"
4575413904828052,5040.1794,"+39 86 5350105"
4264732077447135,5584.1668,"+39 994 5506868"
4151083718336345,5696.1632,"+39 53 72246330"
4464046927154421,3104.1619,"+39 128 4341581"
4847920340498110,7601.1673,"+39 85 94721007"
4573199076920122,3002.1601,"+39 297 49 33 8402"
4128286447835129,5584.1744,"+39 55 31680528"
4106940469247334,3069.9555,"+39 21 28718723"
4545379557444181,5584.1651,"+39 93 26565860"
4335600755401135,7601.1704,"+39 044 7249865"
4554681275213964,1030.1679,"+39 064 46 47 8706"
4528886160391964,7601.1688,"+39 889 79392579"
4625664643125966,7601.1610,"+39 353 7963994"
4420480390394607,7601.1690,"+39 21 9427553"
4805533550618820,1030.1638,"+39 80 90504378"
4124950677321704,5034.1603,"+39 3397 78462966"
4998315928459385,7601.1691,"+39 971 6733661"
4949812713394835,2008.9455,"+39 568 71 73 5692"
4005021165619647,2002.1630,"+39 21 2199290"
4239610815151742,3494.1600,"+39 87 8014863"
4908006422364499,2008.1652,"+39 167 10 91 1841"
4152559346834198,3268.1601,"+39 892 32 36 5417"
4503927855093686,3069.9456,"+39 6496 34769386"
4286634245193753,7601.1685,"+39 5563 61811614"
4683536061980305,3069.9480,"+39 4828 9849507"
4883684937337041,5387.1602,"+39 030 21936676"
4171308741472684,3032.1608,"+39 220 0276143"
4937595222526302,3296.1602,"+39 85 52652703"
4570610783803529,1030.1637,"+39 399 74 37 4974"
4392452910817387,3069.1631,"+39 099 44 32 6003"
4441504768172504,3069.1792,"+39 73 29741995"
4423932922406488,5696.1610,"+39 233 85513893"
4399450899548968,5040.1787,"+39 8414 55478017"
4527427863802667,5034.1631,"+39 020 3523306"
4867300034532828,3069.9543,"+39 42 50203972"
4214411835411938,1030.1666,"+39 688 84 18 4347"
4944419548521536,3595.1600,"+39 2511 82087718"
4109767312263862,5696.1798,"+39 121 8766793"
4316877230040638,2002.1653,"+39 059 15539861"
4206123813416355,3001.1698,"+39 57 56504441"
4294256828264049,7601.1638,"+39 796 3719062"
4541966075536540,3069.9507,"+39 4466 44639265"
4614600092250478,5696.1611,"+39 328 15165479"
4642418425466265,7601.1672,"+39 255 52463409"
4968009921656990,7601.1670,"+39 40 0326024"
4661601285370398,1030.1664,"+39 663 5847156"
4575166454029808,1025.1798,"+39 00 86882748"
4308619579158906,5164.1611,"+39 09 26530446"
4909284408142259,5040.1796,"+39 207 56 34 2752"
4955514243051684,2002.1653,"+39 17 79863695"
4391469010694483,7601.1600,"+39 58 68998324"
4859823494050494,3069.9400,"+39 91 86784311"
4582169428130364,7601.1719,"+39 621 48 85 4574"
4415794392086764,3069.9573,"+39 5174 4133556"
4899625148914849,3001.1622,"+39 422 65 96 4497"
4425151617434832,7601.1620,"+39 91 86254770"
4166028994261363,8735.1600,"+39 44 80994589"
4417669100594234,5728.1606,"+39 744 86544532"
4525740112038020,2008.1669,"+39 902 17 91 3723"
4999737392105476,2008.1613,"+39 4771 86981579"
4886884760184935,6230.1674,"+39 403 26 12 9201"
4651831849437415,7601.1655,"+39 13 6733241"
4316772742405017,6230.1655,"+39 49 08568313"
4579402806976388,3268.1602,"+39 8961 66563676"
4911265241131704,3069.9518,"+39 76 20449346"
4746785447733202,3069.9576,"+39 7434 77802181"
4506325613942491,6230.1607,"+39 8567 43783915"
4633630626965595,5584.1656,"+39 7557 9075603"
4329244123374084,8324.1600,"+39 1178 38439107"
4186985520440447,7601.1712,"+39 20 21509432"
4322681902418284,5584.1777,"+39 227 16 52 0817"
4525376537423305,3223.1610,"+39 369 74176912"
4513133027960724,2008.1622,"+39 4295 6093804"
4716013813932357,2002.1795,"+39 6759 51127180"
4167226468432168,3069.9468,"+39 0695 36667025"
4951619170898710,1030.1607,"+39 5119 51868049"
4534861277588226,2002.1609,"+39 93 7456937"
4857094255815564,5584.1668,"+39 07 7708917"
4102998970876193,5584.1648,"+39 72 2632746"
4382769147207955,5164.1610,"+39 516 1679745"
4888103007678908,5034.1605,"+39 777 03284372"
4834141131138964,6230.1672,"+39 148 7129963"
4118185298830233,5048.1672,"+39 678 68662454"
4941040503960627,3069.9457,"+39 52 0218020"
4906143550814185,5696.1618,"+39 30 36909380"
4801987887083831,8735.1600,"+39 50 78423409"
4302917296633276,7601.1673,"+39 1965 9900849"
4953775946406739,2008.1755,"+39 43 3938295"
4506549048609033,6230.1600,"+39 491 3501575"
4239623904315342,2002.1650,"+39 98 1758151"
4540527239208649,3226.1608,"+39 17 9801844"
4323924571914996,3002.1630,"+39 375 6863296"
4595937235936438,7601.1619,"+39 750 05575638"
4402801432287776,5584.1639,"+39 6528 04671401"
4531738676746543,6230.1682,"+39 482 7214726"
4886924947252823,3069.9537,"+39 738 4218471"
4521610056683798,6230.1619,"+39 991 0289111"
4183513400208602,5164.1630,"+39 4265 4598473"
4450143336145649,7601.1655,"+39 8984 53250689"
4805318866914307,3069.9544,"+39 58 59839021"
4594060707917066,3069.9560,"+39 8699 41674590"
4494787214204767,3104.1616,"+39 300 6208158"
4046228315312467,5584.1651,"+39 528 67870480"
4455689916901053,1030.1605,"+39 797 52432981"
4719845441295237,2008.9403,"+39 25 7874259"
4935913994066559,7601.1646,"+39 51 1357993"
4302569411421937,5696.1634,"+39 451 50436659"
4393285711112577,2002.1613,"+39 771 24 13 5828"
4815109553489036,7601.1656,"+39 797 09 60 2032"
4489189163040390,5034.1620,"+39 699 1765231"
4742791516598264,5387.1611,"+39 209 8775001"
4672465842251450,5034.1604,"+39 328 75483351"
4549186314304111,3069.9465,"+39 74 4954410"
4587883555126749,1020.1606,"+39 83 9387855"
4174548868946518,3069.9477,"+39 477 22232656"
4094465840054302,5584.1773,"+39 524 99901725"
4233172593413261,1030.1646,"+39 82 41642406"
4233009495689921,3104.1616,"+39 516 34 29 2609"
4568332762669458,3069.1685,"+39 0858 5627640"
4731609842487734,10681.1600,"+39 318 67314775"
4180086948290591,7601.1656,"+39 69 74968430"
4098783635595438,1030.1648,"+39 418 24136993"
4889126975003923,7601.1719,"+39 63 57786175"
4850841941577025,3069.9480,"+39 43 3293198"
4435316256996783,5164.1612,"+39 708 47 84 0800"
4585392347477560,2002.1645,"+39 618 4189342"
4851235491091512,3069.9794,"+39 482 6456296"
4234037018616112,3069.9540,"+39 39 40591178"
4588276377006935,5584.1723,"+39 26 5838480"
4650184834305788,5156.1600,"+39 79 4456092"
4414486769997092,7601.1625,"+39 8525 7189324"
4847164785642177,5034.1624,"+39 38 6112183"
4518682488999113,2002.1785,"+39 8229 95458704"
4275499130670940,3069.1715,"+39 8180 2965876"
4149875481550639,7601.1681,"+39 372 84735151"
4558442769882665,3069.9448,"+39 882 68598812"
4012930518512302,5428.1601,"+39 89 0261852"
4256143093237015,5040.1612,"+39 2910 96669552"
4560127878613848,1030.1601,"+39 439 85 48 4497"
4772575387528655,6230.1625,"+39 802 66438291"
4855493100012280,3069.9449,"+39 0910 29196753"
4547198446748653,6320.1601,"+39 3712 76877922"
4234475918992805,2008.9429,"+39 484 84 81 2340"
4013072470429701,1030.1650,"+39 523 2957014"
4456688405901359,7601.20400,"+39 92 99984211"
4529762708365159,3069.9589,"+39 149 1456576"
4330411717327607,2008.1650,"+39 3081 5146544"
4516259290101428,2008.1626,"+39 967 4996532"
4554047283554767,6230.9562,"+39 3691 6516157"
4652298078566695,3104.1601,"+39 3838 7786086"
4469148649904995,5040.1787,"+39 778 6777754"
4624354624256052,5696.1636,"+39 896 74405823"
4193806518219711,5164.1601,"+39 55 8231111"
4719195898743002,1030.1607,"+39 896 59849178"
4832219047657400,5048.1681,"+39 145 29 55 9608"
4767694353845683,8735.1601,"+39 366 44839228"
4548138398068998,5156.1601,"+39 778 42040646"
4475405699790373,5584.1654,"+39 35 96827044"
4079490024902505,6230.1607,"+39 58 8941453"
4210495700412067,5024.1604,"+39 8967 76670011"
4026417418294748,3069.9588,"+39 363 53303553"
4780029113029364,2008.1600,"+39 2000 1395773"
4880858310148414,3069.9468,"+39 965 8524139"
4781969916245619,3069.1762,"+39 3475 41981840"
4933559451067366,3032.1615,"+39 48 7446225"
4495122300545874,7601.1657,"+39 550 8001151"
4054959824549244,5040.1794,"+39 46 0071154"
4773223577410686,5034.1623,"+39 149 86352018"
4297637370061171,5584.1664,"+39 662 42 05 6074"
4394107247824492,5034.1615,"+39 65 20524124"
4601496810858097,7601.1614,"+39 79 5781244"
4571375009908697,3268.1604,"+39 75 5980279"
4051738890529220,2008.1681,"+39 281 4823269"
4425504141166355,3001.1600,"+39 64 04431818"
4032260630320228,3556.1616,"+39 379 14666747"
4207159799591422,3032.1601,"+39 41 19807638"
4865081267250146,2008.1624,"+39 3027 3207098"
4433628278150484,3223.1602,"+39 430 7681339"
4727980245101073,3069.1738,"+39 883 70 29 1536"
4093362608762401,3069.9469,"+39 138 16 25 2544"
4689659102177923,3002.1641,"+39 514 15416466"
4522757700064567,3002.1610,"+39 079 78 36 4505"
4854236701554304,3001.1600,"+39 48 9534164"
4824813976955098,1030.1658,"+39 64 81096498"
4928498689849393,2002.1629,"+39 17 67144982"
4441073878799531,1030.1661,"+39 131 3170670"
4164525104512918,6230.1657,"+39 57 7340134"
